"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
425079,4,Q,79,P.S. 079 FRANCIS LEWIS,25Q079,Open,25,48.6,40.00%,1,747,0,0,363,363,2,363,0,,,363,TitleI:no chng,363,"$288,192 ","288,192",0,"$2,882 ",SWP
425107,4,Q,107,P.S. 107 THOMAS A DOOLEY,25Q107,Open,25,64,40.00%,1,860,0,0,550,550,43,550,0,UU,,550,TitleI:no chng,550,"$436,654 ","436,654",0,"$4,367 ",SWP
425120,4,Q,120,P.S. 120 QUEENS,25Q120,Open,25,85.3,40.00%,1,773,0,0,659,659,1,659,0,UU,,659,TitleI:no chng,659,"$523,191 ","29,237","493,954","$5,232 ",SWP
425129,4,Q,129,P.S. 129 PATRICIA LARKIN,25Q129,Open,25,73,40.00%,1,861,0,0,629,629,8,629,0,UU,,629,TitleI:no chng,629,"$499,373 ","27,795","471,578","$4,994 ",SWP
425130,4,Q,130,P.S. 130,25Q130,Open,25,41.7,40.00%,1,307,0,0,128,128,0,128,0,,,128,TitleI:no chng,128,"$101,621 ","101,621",0,"$1,016 ",SWP
425154,4,Q,154,P.S. 154 QUEENS,25Q154,Open,25,79.5,40.00%,1,596,0,0,474,474,3,474,0,,,474,TitleI:no chng,474,"$376,316 ","17,089","359,227","$3,763 ",SWP
425163,4,Q,163,P.S. 163 FLUSHING HEIGHTS,25Q163,Open,25,76.9,40.00%,1,516,0,0,397,397,4,397,0,,A,397,TitleI:no chng,397,"$315,185 ","14,001","301,184","$3,152 ",SWP
425164,4,Q,164,P.S. 164 QUEENS VALLEY,25Q164,Open,25,61.4,40.00%,1,603,0,0,370,370,7,370,0,,,370,TitleI:no chng,370,"$293,749 ","18,736","275,013","$2,937 ",SWP
425165,4,Q,165,P.S. 165 EDITH K. BERGTRAUM,25Q165,Open,25,74.7,40.00%,1,550,0,0,411,411,11,411,0,,,411,TitleI:no chng,411,"$326,300 ","19,354","306,946","$3,263 ",SWP
425169,4,Q,169,P.S. 169 BAY TERRACE,25Q169,Open,25,41,40.00%,1,349,0,0,143,143,3,143,0,,,143,TitleI:newT1,143,"$113,530 ","113,530",0,"$1,135 ",SWP
425184,4,Q,184,P.S. 184 FLUSHING MANOR,25Q184,Open,25,46,40.00%,1,435,0,0,200,200,15,200,0,,,200,TitleI:no chng,200,"$158,783 ","158,783",0,"$1,588 ",SWP
425185,4,Q,185,J.H.S. 185 EDWARD BLEEKER,25Q185,Open,25,78.2,40.00%,1,"1,069",0,0,836,836,13,836,0,UU,,836,TitleI:no chng,836,"$663,714 ","40,767","622,947","$6,637 ",SWP
425189,4,Q,189,J.H.S. 189 DANIEL CARTER BEARD,25Q189,Open,25,89.3,40.00%,1,754,0,0,673,673,11,673,0,,,673,TitleI:no chng,673,"$534,306 ","22,648","511,658","$5,343 ",SWP
425193,4,Q,193,P.S. 193 ALFRED J. KENNEDY,25Q193,Open,25,32.2,40.00%,0,454,0,0,146,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
425194,4,Q,194,J.H.S. 194 WILLIAM CARR,25Q194,Open,25,43.5,40.00%,1,"1,127",0,0,490,490,4,490,0,UU,,490,TitleI:no chng,490,"$389,019 ","389,019",0,"$3,890 ",SWP
425200,4,Q,200,PS/MS 200 - THE POMONOK SCHOOL & 25Q200,,Open,25,75.9,40.00%,1,449,0,0,341,341,10,341,0,,,341,TitleI:no chng,341,"$270,725 ","16,060","254,665","$2,707 ",SWP
425201,4,Q,201,P.S. 201 THE DISCOVERY SCHOOL FOR I 25Q201,,Open,25,88.7,40.00%,1,410,0,0,364,364,18,364,0,UU,,364,TitleI:no chng,364,"$288,986 ","8,647","280,339","$2,890 ",SWP
425209,4,Q,209,P.S. 209 CLEARVIEW GARDENS,25Q209,Open,25,38.3,40.00%,1,532,0,0,204,204,1,204,0,,,204,TitleI:no chng:Grndfthr11,195,"$154,814 ","154,814",0,"$1,548 ",SWP
425214,4,Q,214,P.S. 214 CADWALLADER COLDEN,25Q214,Open,25,85.7,40.00%,1,398,0,0,341,341,7,341,0,,,341,TitleI:no chng,341,"$270,725 ","13,177","257,548","$2,707 ",SWP
425219,4,Q,219,P.S. 219 PAUL KLAPPER,25Q219,Open,25,80,40.00%,1,579,0,0,463,463,8,463,0,,,463,TitleI:no chng,463,"$367,583 ","17,089","350,494","$3,676 ",SWP
425237,4,Q,237,I.S. 237,25Q237,Open,25,88.4,40.00%,1,"1,159",0,0,"1,025","1,025",7,"1,025",0,,,1025,TitleI:no chng,"1,025","$813,764 ","24,707","789,057","$8,138 ",SWP
425242,4,Q,242,P.S. 242 LEONARD P. STAVISKY EARLY,25Q242,Open,25,61.8,40.00%,1,374,0,0,231,231,1,231,0,,A,231,TitleI:no chng,231,"$183,395 ","183,395",0,"$1,834 ",SWP
425244,4,Q,244,THE ACTIVE LEARNING ELEMENTARY SC 25Q244,,Open,25,70.9,40.00%,1,182,0,23,129,129,4,129,16,,,129,TitleI:no chng,145,"$115,118 ","3,706","111,412","$1,151 ",SWP
425250,4,Q,250,I.S. 250 THE ROBERT F. KENNEDY COMM25Q250,,Open,25,73.9,40.00%,1,386,0,0,285,285,18,285,0,UU,,285,TitleI:no chng,285,"$226,266 ","12,559","213,707","$2,263 ",SWP
425252,4,Q,252,"QUEENS SCHOOL OF INQUIRY, THE",25Q252,Open,25,65.3,40.00%,1,421,0,52,275,275,4,275,34,UU,,275,TitleI:no chng,309,"$245,320 ","245,320",0,"$2,453 ",SWP
425263,4,Q,263,FLUSHING INTERNATIONAL HIGH SCHO 25Q263,,Open,25,92.3,40.00%,1,389,0,0,359,359,0,359,0,UU,,359,TitleI:no chng,359,"$285,016 ","6,589","278,427","$2,850 ",SWP
425281,4,Q,281,EAST-WEST SCHOOL OF INTERNATIONA 25Q281,,Open,25,68.9,40.00%,1,546,0,0,376,376,3,376,0,,,376,TitleI:no chng,376,"$298,513 ","12,354","286,159","$2,985 ",SWP
425285,4,Q,285,WORLD JOURNALISM PREPARATORY: A 25Q285,,Open,25,44.3,40.00%,1,560,0,0,248,248,1,248,0,,,248,TitleI:no chng,248,"$196,891 ","196,891",0,"$1,969 ",SWP
425294,4,Q,294,BELL ACADEMY,25Q294,Open,25,51.4,40.00%,1,311,0,0,160,160,0,160,0,,,160,TitleI:no chng,160,"$127,027 ","127,027",0,"$1,270 ",SWP
425425,4,Q,425,JOHN BOWNE HIGH SCHOOL,25Q425,Open,25,69.4,40.00%,1,"3,034",0,0,"2,106","2,106",87,"2,106",0,,,2106,TitleI:no chng,"2,106","$1,671,988 ","52,503","1,619,485","$16,720 ",SWP
425460,4,Q,460,FLUSHING HIGH SCHOOL,25Q460,Open,25,75.7,40.00%,1,"2,704",0,0,"2,047","2,047",46,"2,047",0,,,2047,TitleI:no chng,"2,047","$1,625,147 ","44,061","1,581,086","$16,251 ",SWP
425499,4,Q,499,THE QUEENS COLLEGE SCHOOL FOR MA 25Q499,,Open,25,50.9,40.00%,1,466,0,0,237,237,2,237,0,,,237,TitleI:no chng,237,"$188,158 ","188,158",0,"$1,882 ",SWP
425525,4,Q,525,TOWNSEND HARRIS HIGH SCHOOL,25Q525,Open,25,39.7,40.00%,0,"1,107",0,0,439,0,1,1,0,UC,,1,Non-T1:STH only:no chng,1,$794 ,0,794,$8 ,
425540,4,Q,540,QUEENS ACADEMY HIGH SCHOOL,25Q540,Open,25,77.1,40.00%,1,414,0,0,319,319,8,319,0,,,319,TitleI:no chng,319,"$253,259 ","9,059","244,200","$2,533 ",SWP
425670,4,Q,670,ROBERT F. KENNEDY COMMUNITY HIG,25Q670,Open,25,48.4,40.00%,1,709,0,0,343,343,4,343,0,,,343,TitleI:no chng,343,"$272,313 ","272,313",0,"$2,723 ",SWP
425792,4,Q,792,NORTH QUEENS COMMUNITY HIGH SC,25Q792,Open,25,71,40.00%,1,200,0,0,142,142,1,142,0,,,142,TitleI:no chng,142,"$112,736 ","112,736",0,"$1,127 ",SWP
426018,4,Q,18,P.S. 018 WINCHESTER,26Q018,Open,26,50.8,40.00%,1,435,0,0,221,221,0,221,0,,,221,TitleI:no chng,221,"$175,456 ","175,456",0,"$1,755 ",SWP
426026,4,Q,26,P.S. 026 RUFUS KING,26Q026,Open,26,60.2,40.00%,1,570,0,0,343,343,2,343,0,,A,343,TitleI:no chng,343,"$272,313 ","272,313",0,"$2,723 ",SWP
426031,4,Q,31,P.S. 031 BAYSIDE,26Q031,Open,26,59,40.00%,1,515,0,0,304,304,0,304,0,,A,304,TitleI:no chng,304,"$241,351 ","241,351",0,"$2,414 ",SWP
426041,4,Q,41,P.S. 041 CROCHERON,26Q041,Open,26,30.2,40.00%,0,504,0,0,152,0,1,1,0,,,1,Non-T1:STH only:no chng,1,$794 ,0,794,$8 ,
426046,4,Q,46,P.S. 046 ALLEY POND,26Q046,Open,26,46,40.00%,1,467,0,0,215,215,2,215,0,,,215,TitleI:no chng,215,"$170,692 ","170,692",0,"$1,707 ",SWP
426067,4,Q,67,J.H.S. 067 LOUIS PASTEUR,26Q067,Open,26,37.9,40.00%,0,958,0,0,363,0,1,1,0,,,1,Non-T1:STH only:no chng,1,$794 ,0,794,$8 ,
426074,4,Q,74,J.H.S. 074 NATHANIEL HAWTHORNE,26Q074,Open,26,49.8,40.00%,1,"1,018",0,0,507,507,3,507,0,,,507,TitleI:no chng,507,"$402,516 ","402,516",0,"$4,025 ",SWP
426094,4,Q,94,P.S. 094 DAVID D. PORTER,26Q094,Open,26,31.8,40.00%,0,444,0,0,141,0,2,2,0,,,2,Non-T1:STH only:no chng,2,"$1,588 ",0,"1,588",$16 ,
426098,4,Q,98,P.S. 098 THE DOUGLASTON SCHOOL,26Q098,Open,26,10.4,40.00%,0,279,0,0,29,0,2,2,0,,,2,Non-T1:STH only:no chng,2,"$1,588 ",0,"1,588",$16 ,
426115,4,Q,115,P.S. 115 GLEN OAKS,26Q115,Open,26,53.2,40.00%,1,434,0,0,231,231,11,231,0,,,231,TitleI:no chng,231,"$183,395 ","183,395",0,"$1,834 ",SWP
426133,4,Q,133,P.S. 133 QUEENS,26Q133,Open,26,59.4,40.00%,1,463,0,0,275,275,1,275,0,,A,275,TitleI:no chng,275,"$218,327 ","218,327",0,"$2,183 ",SWP
426158,4,Q,158,M.S. 158 MARIE CURIE,26Q158,Open,26,50.4,40.00%,1,"1,054",0,0,531,531,0,531,0,,,531,TitleI:no chng,531,"$421,570 ","421,570",0,"$4,216 ",SWP
426159,4,Q,159,P.S. 159,26Q159,Open,26,48.9,40.00%,1,499,0,0,244,244,0,244,0,,,244,TitleI:no chng,244,"$193,716 ","193,716",0,"$1,937 ",SWP
426162,4,Q,162,P.S. 162 JOHN GOLDEN,26Q162,Open,26,54,40.00%,1,704,0,0,380,380,1,380,0,,,380,TitleI:no chng,380,"$301,688 ","301,688",0,"$3,017 ",SWP
426172,4,Q,172,IRWIN ALTMAN MIDDLE SCHOOL 172,26Q172,Open,26,53.2,40.00%,1,"1,028",0,0,547,547,1,547,0,,,547,TitleI:no chng,547,"$434,272 ","434,272",0,"$4,343 ",SWP
426173,4,Q,173,P.S. 173 FRESH MEADOWS,26Q173,Open,26,56.8,40.00%,1,753,0,0,428,428,1,428,0,,A,428,TitleI:no chng,428,"$339,796 ","339,796",0,"$3,398 ",SWP
426178,4,Q,178,P.S./ IS 178 HOLLISWOOD,26Q178,Open,26,42.9,40.00%,1,482,0,0,207,207,6,207,0,,,207,TitleI:no chng,207,"$164,341 ","164,341",0,"$1,643 ",SWP
426186,4,Q,186,P.S. 186 CASTLEWOOD,26Q186,Open,26,23.2,40.00%,0,315,0,0,73,0,2,2,0,UC,,2,Non-T1:STH only:no chng,2,"$1,588 ",0,"1,588",$16 ,
426188,4,Q,188,P.S. 188 KINGSBURY,26Q188,Open,26,24.7,40.00%,0,507,0,0,125,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
426191,4,Q,191,P.S. 191 MAYFLOWER,26Q191,Open,26,46.4,40.00%,1,332,0,0,154,154,1,154,0,UU,,154,TitleI:no chng,154,"$122,263 ","122,263",0,"$1,223 ",SWP
426203,4,Q,203,P.S. 203 OAKLAND GARDENS,26Q203,Open,26,40.9,40.00%,1,743,0,0,304,304,0,304,0,,,304,TitleI:newT1,304,"$241,351 ","241,351",0,"$2,414 ",SWP
426205,4,Q,205,P.S. 205 ALEXANDER GRAHAM BELL,26Q205,Open,26,37.1,40.00%,0,256,0,0,95,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
426213,4,Q,213,P.S. 213 THE CARL ULLMAN SCHOOL,26Q213,Open,26,51.9,40.00%,1,393,0,0,204,204,3,204,0,,,204,TitleI:no chng,204,"$161,959 ","161,959",0,"$1,620 ",SWP
426216,4,Q,216,J.H.S. 216 GEORGE J. RYAN,26Q216,Open,26,61.4,40.00%,1,"1,274",0,0,782,782,6,782,0,UU,,782,TitleI:no chng,782,"$620,843 ","620,843",0,"$6,208 ",SWP
426221,4,Q,221,P.S. 221 NORTH HILLS,26Q221,Open,26,34.6,40.00%,0,593,0,0,205,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
426266,4,Q,266,P.S. / I.S. 266,26Q266,Open,26,35.9,40.00%,0,633,0,0,227,0,2,2,0,,,2,Non-T1:STH only:no chng,2,"$1,588 ",0,"1,588",$16 ,
426415,4,Q,415,BENJAMIN N. CARDOZO HIGH SCHOOL,26Q415,Open,26,35.5,40.00%,0,"4,005",0,0,"1,422",0,21,21,0,,,21,Non-T1:STH only:no chng,21,"$16,672 ",0,"16,672",$167 ,Target
426430,4,Q,430,FRANCIS LEWIS HIGH SCHOOL,26Q430,Open,26,57.4,40.00%,1,"4,426",0,0,"2,541","2,541",44,"2,541",0,,A,2541,TitleI:no chng,"2,541","$2,017,341 ","2,017,341",0,"$20,173 ",SWP
426435,4,Q,435,MARTIN VAN BUREN HIGH SCHOOL,26Q435,Open,26,48.3,40.00%,1,"2,742",0,0,"1,324","1,324",42,"1,324",0,,A,1324,TitleI:newT1,"1,324","$1,051,145 ","1,051,145",0,"$10,511 ",SWP
426495,4,Q,495,BAYSIDE HIGH SCHOOL,26Q495,Open,26,61.5,40.00%,1,"3,525",0,0,"2,168","2,168",22,"2,168",0,,A,2168,TitleI:no chng,"2,168","$1,721,211 ","1,721,211",0,"$17,212 ",SWP
426566,4,Q,566,"QUEENS HIGH SCHOOL OF TEACHING, L 26Q566",,Open,26,50.9,40.00%,1,"1,175",0,0,598,598,7,598,0,,,598,TitleI:no chng,598,"$474,762 ","474,762",0,"$4,748 ",SWP
427042,4,Q,42,P.S. 042 R. VERNAM,27Q042,Open,27,81.6,40.00%,1,712,0,0,581,581,39,581,0,,,581,TitleI:no chng,581,"$461,265 ","2,677","458,588","$4,613 ",SWP
427043,4,Q,43,P.S. 043,27Q043,Open,27,90.6,40.00%,1,"1,272",0,0,"1,152","1,152",94,"1,152",0,,A,1152,TitleI:no chng,"1,152","$914,592 ","20,177","894,415","$9,146 ",SWP
427045,4,Q,45,P.S. 045 CLARENCE WITHERSPOON,27Q045,Open,27,82.7,40.00%,1,427,0,0,353,353,24,353,0,,,353,TitleI:no chng,353,"$280,252 ","8,647","271,605","$2,803 ",SWP
427047,4,Q,47,P.S. 047 CHRIS GALAS,27Q047,Open,27,48.9,40.00%,1,224,0,0,110,110,0,110,0,UU,,110,TitleI:no chng,110,"$87,331 ","87,331",0,$873 ,SWP
427051,4,Q,51,P.S. 051,27Q051,Open,27,83.2,40.00%,1,214,0,0,178,178,2,178,0,,,178,TitleI:no chng,178,"$141,317 ","8,442","132,875","$1,413 ",SWP
427053,4,Q,53,M.S. 053 BRIAN PICCOLO,27Q053,Open,27,88.1,40.00%,1,538,0,0,474,474,25,474,0,,,474,TitleI:no chng,474,"$376,316 ","5,765","370,551","$3,763 ",SWP
427056,4,Q,56,P.S. 056 HARRY EICHLER,27Q056,Open,27,77.3,40.00%,1,452,0,0,349,349,4,349,0,UU,,349,TitleI:no chng,349,"$277,077 ","12,971","264,106","$2,771 ",SWP
427060,4,Q,60,P.S. 060 WOODHAVEN,27Q060,Open,27,80.5,40.00%,1,"1,142",0,0,919,919,51,919,0,UU,,919,TitleI:no chng,919,"$729,609 ","38,708","690,901","$7,296 ",SWP
427062,4,Q,62,P.S. 062 CHESTER PARK,27Q062,Open,27,85.8,40.00%,1,"1,003",0,0,861,861,12,861,0,UU,,861,TitleI:no chng,861,"$683,562 ","37,678","645,884","$6,836 ",SWP
427063,4,Q,63,P.S. 063 OLD SOUTH,27Q063,Open,27,79.6,40.00%,1,"1,263",0,0,"1,005","1,005",5,"1,005",0,,,1005,TitleI:no chng,"1,005","$797,886 ","37,472","760,414","$7,979 ",SWP
427064,4,Q,64,P.S. 064 JOSEPH P. ADDABBO,27Q064,Open,27,86.2,40.00%,1,675,0,0,582,582,7,582,0,UU,,582,TitleI:no chng,582,"$462,059 ","23,060","438,999","$4,621 ",SWP
427065,4,Q,65,P.S. 65 - THE RAYMOND YORK ELEMENT 27Q065,,Open,27,81.3,40.00%,1,550,0,0,447,447,7,447,0,UU,,447,TitleI:no chng,447,"$354,881 ","15,648","339,233","$3,549 ",SWP
427066,4,Q,66,P.S. 066 JACQUELINE KENNEDY ONASSI 27Q066,,Open,27,91.3,40.00%,1,450,0,0,411,411,6,411,0,,,411,TitleI:no chng,411,"$326,300 ","13,795","312,505","$3,263 ",SWP
427090,4,Q,90,P.S. 090 HORACE MANN,27Q090,Open,27,85.6,40.00%,1,828,0,0,709,709,15,709,0,UU,,709,TitleI:no chng,709,"$562,887 ","32,531","530,356","$5,629 ",SWP
427096,4,Q,96,P.S. 096,27Q096,Open,27,91.6,40.00%,1,295,0,0,270,270,4,270,0,UU,,270,TitleI:no chng,270,"$214,357 ","10,706","203,651","$2,144 ",SWP
427097,4,Q,97,P.S. 097 FOREST PARK,27Q097,Open,27,88.6,40.00%,1,736,0,0,652,652,15,652,0,,,652,TitleI:no chng,652,"$517,633 ","13,177","504,456","$5,176 ",SWP
427100,4,Q,100,P.S. 100 GLEN MORRIS,27Q100,Open,27,95.3,40.00%,1,"1,024",0,0,976,976,30,976,0,UU,,976,TitleI:no chng,976,"$774,862 ","20,383","754,479","$7,749 ",SWP
427104,4,Q,104,P.S. 104 THE BAYS WATER,27Q104,Open,27,87.3,40.00%,1,615,0,0,537,537,19,537,0,,,537,TitleI:no chng,537,"$426,333 ","9,471","416,862","$4,263 ",SWP
427105,4,Q,105,P.S. 105 THE BAY SCHOOL,27Q105,Open,27,92.3,40.00%,1,917,0,0,846,846,42,846,0,UU,,846,TitleI:no chng,846,"$671,653 ","24,089","647,564","$6,717 ",SWP
427106,4,Q,106,P.S. 106,27Q106,Open,27,93.9,40.00%,1,378,0,0,355,355,15,355,0,,,355,TitleI:no chng,355,"$281,840 ","4,530","277,310","$2,818 ",SWP
427108,4,Q,108,P.S. 108 CAPTAIN VINCENT G. FOWLER,27Q108,Open,27,79.9,40.00%,1,"1,280",0,0,"1,023","1,023",6,"1,023",0,UU,,1023,TitleI:no chng,"1,023","$812,176 ","52,708","759,468","$8,122 ",SWP
427114,4,Q,114,P.S. / M.S. 114 BELLE HARBOR,27Q114,Open,27,17.6,40.00%,0,808,0,0,142,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
427123,4,Q,123,P.S. 123,27Q123,Open,27,81.1,40.00%,1,593,0,0,481,481,17,481,0,,,481,TitleI:no chng,481,"$381,874 ","13,177","368,697","$3,819 ",SWP
427124,4,Q,124,P.S. 124 OSMOND A CHURCH,27Q124,Open,27,85.2,40.00%,1,"1,201",0,0,"1,023","1,023",32,"1,023",0,UU,,1023,TitleI:no chng,"1,023","$812,176 ","35,208","776,968","$8,122 ",SWP
427137,4,Q,137,M.S. 137 AMERICA'S SCHOOL OF HERO,27Q137,Open,27,88.5,40.00%,1,"1,923",0,0,"1,702","1,702",12,"1,702",0,UU,,1702,TitleI:no chng,"1,702","$1,351,246 ","66,915","1,284,331","$13,512 ",SWP
427146,4,Q,146,P.S. 146 HOWARD BEACH,27Q146,Open,27,55,40.00%,1,667,0,0,367,367,2,367,0,,,367,TitleI:no chng,367,"$291,367 ","291,367",0,"$2,914 ",SWP
427155,4,Q,155,P.S. 155,27Q155,Open,27,93.5,40.00%,1,567,0,0,530,530,15,530,0,,,530,TitleI:no chng,530,"$420,776 ","6,177","414,599","$4,208 ",SWP
427183,4,Q,183,P.S. 183 DR. RICHARD R. GREEN,27Q183,Open,27,93.2,40.00%,1,657,0,0,612,612,16,612,0,,,612,TitleI:no chng,612,"$485,877 ","8,853","477,024","$4,859 ",SWP
427197,4,Q,197,P.S. 197 THE OCEAN SCHOOL,27Q197,Open,27,99.6,40.00%,1,495,0,0,493,493,17,493,0,,,493,TitleI:no chng,493,"$391,401 ",412,"390,989","$3,914 ",SWP
427202,4,Q,202,J.H.S. 202 ROBERT H. GODDARD,27Q202,Open,27,76.5,40.00%,1,"1,094",0,0,837,837,33,837,0,,,837,TitleI:no chng,837,"$664,508 ","31,502","633,006","$6,645 ",SWP
427207,4,Q,207,P.S. 207 ROCKWOOD PARK,27Q207,Open,27,40.6,40.00%,1,705,0,0,286,286,0,286,0,,,286,TitleI:no chng,286,"$227,060 ","227,060",0,"$2,271 ",SWP
427210,4,Q,210,J.H.S. 210 ELIZABETH BLACKWELL,27Q210,Open,27,83.1,40.00%,1,"2,036",0,0,"1,692","1,692",52,"1,692",0,,A,1692,TitleI:no chng,"1,692","$1,343,306 ","44,473","1,298,833","$13,433 ",SWP
427215,4,Q,215,P.S. 215 LUCRETIA MOTT,27Q215,Open,27,95.9,40.00%,1,611,0,0,586,586,29,586,0,,,586,TitleI:no chng,586,"$465,235 ","5,559","459,676","$4,652 ",SWP
427223,4,Q,223,P.S. 223 LYNDON B. JOHNSON,27Q223,Open,27,87.1,40.00%,1,642,0,0,559,559,43,559,0,,,559,TitleI:no chng,559,"$443,799 ","15,442","428,357","$4,438 ",SWP
427225,4,Q,225,P.S. 225 SEASIDE,27Q225,Open,27,93.1,40.00%,1,232,0,0,216,216,11,216,0,,,216,TitleI:no chng,216,"$171,486 ","4,736","166,750","$1,715 ",SWP
427226,4,Q,226,J.H.S. 226 VIRGIL I. GRISSOM,27Q226,Open,27,73.2,40.00%,1,"1,465",0,0,"1,072","1,072",44,"1,072",0,UU,,1072,TitleI:no chng,"1,072","$851,078 ","44,885","806,193","$8,511 ",SWP
427232,4,Q,232,P.S. 232 LINDENWOOD,27Q232,Open,27,57.9,40.00%,1,924,0,0,535,535,6,535,0,UU,,535,TitleI:no chng,535,"$424,745 ","424,745",0,"$4,247 ",SWP
427253,4,Q,253,P.S. 253,27Q253,Open,27,95.8,40.00%,1,522,0,0,500,500,5,500,0,,,500,TitleI:no chng,500,"$396,958 ",824,"396,134","$3,970 ",SWP
427254,4,Q,254,P.S. 254,27Q254,Open,27,92.3,40.00%,1,587,0,0,542,542,20,542,0,,,542,TitleI:no chng,542,"$430,303 ","14,412","415,891","$4,303 ",SWP
427260,4,Q,260,FREDERICK DOUGLASS ACADEMY VI HIG 27Q260,,Open,27,81.3,40.00%,1,395,0,0,321,321,12,321,0,,,321,TitleI:no chng,321,"$254,847 ","5,559","249,288","$2,548 ",SWP
427262,4,Q,262,CHANNEL VIEW SCHOOL FOR RESEARC,27Q262,Open,27,78.6,40.00%,1,564,0,0,443,443,0,443,0,UU,,443,TitleI:no chng,443,"$351,705 ","23,884","327,821","$3,517 ",SWP
427282,4,Q,282,KNOWLEDGE AND POWER PREPARATO 27Q282,,Open,27,89.7,40.00%,1,253,0,0,227,227,4,227,0,,,227,TitleI:no chng,227,"$180,219 ","7,412","172,807","$1,802 ",SWP
427302,4,Q,302,QUEENS HIGH SCHOOL FOR INFORMAT 27Q302,,Open,27,84.5,40.00%,1,168,0,48,142,142,9,142,41,,,142,TitleI:no chng,183,"$145,287 ","3,294","141,993","$1,453 ",SWP
427306,4,Q,306,NEW YORK CITY ACADEMY FOR DISCOV 27Q306,,Open,27,83.6,40.00%,1,189,0,28,158,158,10,158,23,,,158,TitleI:no chng,181,"$143,699 ","9,471","134,228","$1,437 ",SWP
427308,4,Q,308,ROBERT H. GODDARD HIGH SCHOOL O,27Q308,Open,27,72.1,40.00%,1,276,0,116,199,199,1,199,84,,,199,TitleI:no chng,283,"$224,678 ","11,530","213,148","$2,247 ",SWP
427309,4,Q,309,ACADEMY OF MEDICAL TECHNOLOGY:,27Q309,Open,27,77.9,40.00%,1,249,0,104,194,194,2,194,81,,,194,TitleI:no chng,275,"$218,327 ","8,442","209,885","$2,183 ",SWP
427317,4,Q,317,WATERSIDE CHILDREN'S STUDIO SCHOO 27Q317,,Open,27,90.6,40.00%,1,244,0,60,221,221,12,221,54,,,221,TitleI:no chng,275,"$218,327 ","4,324","214,003","$2,183 ",SWP
427318,4,Q,318,WATERSIDE SCHOOL FOR LEADERSHIP,27Q318,Open,27,100,40.00%,1,72,0,56,72,72,4,72,56,,A,72,TitleI:no chng,128,"$101,621 ","1,441","100,180","$1,016 ",SWP
427319,4,Q,319,VILLAGE ACADEMY,27Q319,Open,27,93.2,40.00%,1,74,0,81,69,69,2,69,75,,,69,TitleI:no chng,144,"$114,324 ","1,647","112,677","$1,143 ",SWP
427323,4,Q,323,SCHOLARS' ACADEMY,27Q323,Open,27,45.6,40.00%,1,848,0,99,387,387,5,387,45,,,387,TitleI:no chng,432,"$342,972 ","342,972",0,"$3,430 ",SWP
427333,4,Q,333,GOLDIE MAPLE ACADEMY,27Q333,Open,27,91.3,40.00%,1,469,0,27,428,428,5,428,25,,,428,TitleI:no chng,453,"$359,644 ","6,794","352,850","$3,596 ",SWP
427400,4,Q,400,AUGUST MARTIN HIGH SCHOOL,27Q400,Open,27,78.6,40.00%,1,"1,196",0,0,940,940,50,940,0,,,940,TitleI:no chng,940,"$746,281 ","13,383","732,898","$7,463 ",SWP
427410,4,Q,410,BEACH CHANNEL HIGH SCHOOL,27Q410,Open,27,75.4,40.00%,1,"1,275",0,0,961,961,23,961,0,UU,,961,TitleI:no chng,961,"$762,954 ","25,942","737,012","$7,630 ",SWP
427465,4,Q,465,FAR ROCKAWAY HIGH SCHOOL,27Q465,Open,27,93.1,40.00%,1,274,0,0,255,255,13,255,0,,,255,TitleI:no chng,255,"$202,449 ","3,500","198,949","$2,024 ",SWP
427475,4,Q,475,RICHMOND HILL HIGH SCHOOL,27Q475,Open,27,65.2,40.00%,1,"3,122",0,0,"2,036","2,036",50,"2,036",0,,,2036,TitleI:newT1,"2,036","$1,616,414 ","1,616,414",0,"$16,164 ",SWP
427480,4,Q,480,JOHN ADAMS HIGH SCHOOL,27Q480,Open,27,82.6,40.00%,1,"3,133",0,0,"2,588","2,588",64,"2,588",0,,,2588,TitleI:no chng,"2,588","$2,054,655 ","65,886","1,988,769","$20,547 ",SWP
427650,4,Q,650,HIGH SCHOOL FOR CONSTRUCTION TRA 27Q650,,Open,27,75.7,40.00%,1,837,0,0,634,634,4,634,0,,,634,TitleI:no chng,634,"$503,343 ","31,296","472,047","$5,033 ",SWP
